date,store_id,city,sku_id,product_name,actual_demand,predicted_demand,opening_inventory,received_qty,units_sold,lost_sales,ending_inventory,safety_stock,reorder_point,inventory_position,order_qty,revenue,stockout_flag
2026-05-08,ST002,Bengaluru,SKU002,Bath Soap 100g,46,42.9,101,0,46,0,55,18.49,147.21,151,0,2530.0,False
2026-05-08,ST002,Bengaluru,SKU003,Laundry Detergent 1kg,30,36.11,118,96,30,0,88,21.11,129.44,175,0,6600.0,False
2026-05-08,ST002,Bengaluru,SKU004,Dishwash Liquid 500ml,38,36.66,72,0,38,0,34,19.12,129.1,106,97,4037.5,False
2026-05-08,ST002,Bengaluru,SKU005,Instant Coffee 100g,30,24.27,57,0,30,0,27,17.17,89.97,74,65,5550.0,False
2026-05-08,ST003,Mumbai,SKU001,Shampoo 340ml,25,27.3,57,0,25,0,32,18.99,100.88,100,56,8225.0,False
2026-05-08,ST003,Mumbai,SKU002,Bath Soap 100g,54,45.81,96,0,54,0,42,17.98,155.42,154,94,2970.0,False
2026-05-08,ST003,Mumbai,SKU003,Laundry Detergent 1kg,35,38.21,150,0,35,0,115,23.13,137.75,115,100,7700.0,False
2026-05-08,ST003,Mumbai,SKU004,Dishwash Liquid 500ml,34,31.09,79,0,34,0,45,13.68,106.95,110,0,4250.0,False
2026-05-08,ST003,Mumbai,SKU005,Instant Coffee 100g,25,25.9,68,0,25,0,43,18.93,96.64,111,0,4625.0,False
2026-05-08,ST004,Delhi,SKU001,Shampoo 340ml,22,22.43,112,0,22,0,90,18.46,85.74,90,0,7238.0,False
2026-05-08,ST004,Delhi,SKU002,Bath Soap 100g,56,37.52,87,0,56,0,31,17.97,130.52,151,0,2926.0,False
2026-05-08,ST004,Delhi,SKU003,Laundry Detergent 1kg,34,31.15,96,0,34,0,62,15.26,108.71,132,0,7480.0,False
2026-05-08,ST004,Delhi,SKU004,Dishwash Liquid 500ml,25,26.01,48,0,25,0,23,13.96,91.98,84,60,3125.0,False
2026-05-08,ST004,Delhi,SKU005,Instant Coffee 100g,26,19.65,66,0,26,0,40,12.16,71.12,86,0,4810.0,False
2026-05-08,ST005,Hyderabad,SKU001,Shampoo 340ml,17,20.88,40,0,17,0,23,12.88,75.51,69,49,5593.0,False
2026-05-08,ST005,Hyderabad,SKU002,Bath Soap 100g,42,40.83,99,0,42,0,57,19.48,141.99,153,0,1963.5,False
2026-05-08,ST005,Hyderabad,SKU003,Laundry Detergent 1kg,36,30.98,82,0,36,0,46,23.1,116.03,139,0,7920.0,False
2026-05-08,ST005,Hyderabad,SKU004,Dishwash Liquid 500ml,27,26.54,62,0,27,0,35,14.97,94.58,88,60,3375.0,False
2026-05-08,ST005,Hyderabad,SKU005,Instant Coffee 100g,13,20.23,62,0,13,0,49,15.17,75.87,90,0,2405.0,False
2026-05-09,ST001,Chennai,SKU001,Shampoo 340ml,31,28.22,90,66,31,0,59,15.85,100.52,59,98,10199.0,False
2026-05-09,ST001,Chennai,SKU002,Bath Soap 100g,46,49.16,73,0,46,0,27,22.89,170.37,147,122,2530.0,False
2026-05-09,ST001,Chennai,SKU003,Laundry Detergent 1kg,34,38.03,126,92,34,0,92,21.8,135.9,92,120,7480.0,False
2026-05-09,ST001,Chennai,SKU004,Dishwash Liquid 500ml,29,34.39,50,0,29,0,21,18.11,121.29,96,95,3625.0,False
2026-05-09,ST001,Chennai,SKU005,Instant Coffee 100g,20,24.24,31,0,20,0,11,15.88,88.6,142,0,3700.0,False
2026-05-09,ST002,Bengaluru,SKU001,Shampoo 340ml,31,29.28,62,0,31,0,31,14.81,102.64,97,65,10199.0,False
2026-05-09,ST002,Bengaluru,SKU002,Bath Soap 100g,67,50.49,151,96,67,0,84,18.48,169.97,84,187,3685.0,False
2026-05-09,ST002,Bengaluru,SKU003,Laundry Detergent 1kg,38,41.0,88,0,38,0,50,21.3,144.29,137,90,8360.0,False
2026-05-09,ST002,Bengaluru,SKU004,Dishwash Liquid 500ml,27,34.77,106,72,27,0,79,19.22,123.53,176,0,3375.0,False
2026-05-09,ST002,Bengaluru,SKU005,Instant Coffee 100g,22,25.45,74,47,22,0,52,16.95,93.29,117,0,4070.0,False
2026-05-09,ST003,Mumbai,SKU001,Shampoo 340ml,30,29.47,100,68,30,0,70,18.42,106.84,126,0,9870.0,False
2026-05-09,ST003,Mumbai,SKU002,Bath Soap 100g,62,51.67,154,112,62,0,92,18.23,173.26,186,0,3410.0,False
2026-05-09,ST003,Mumbai,SKU003,Laundry Detergent 1kg,45,37.83,115,0,45,0,70,22.97,136.47,170,0,9900.0,False
2026-05-09,ST003,Mumbai,SKU004,Dishwash Liquid 500ml,39,35.63,110,65,39,0,71,13.7,120.59,71,121,4875.0,False
2026-05-09,ST003,Mumbai,SKU005,Instant Coffee 100g,25,26.91,111,68,25,0,86,18.64,99.37,86,68,4625.0,False
2026-05-09,ST004,Delhi,SKU001,Shampoo 340ml,24,30.32,90,0,24,0,66,18.38,109.33,66,104,6711.6,False
2026-05-09,ST004,Delhi,SKU002,Bath Soap 100g,36,44.12,31,0,31,5,0,19.63,152.01,120,121,1705.0,True
2026-05-09,ST004,Delhi,SKU003,Laundry Detergent 1kg,19,35.46,62,0,19,0,43,15.21,121.57,113,80,4180.0,False
2026-05-09,ST004,Delhi,SKU004,Dishwash Liquid 500ml,36,29.72,84,61,36,0,48,14.05,103.2,108,0,4500.0,False
2026-05-09,ST004,Delhi,SKU005,Instant Coffee 100g,25,27.04,40,0,25,0,15,12.43,93.55,61,87,4162.5,False
2026-05-09,ST005,Hyderabad,SKU001,Shampoo 340ml,18,24.23,69,46,18,0,51,12.88,85.56,100,0,5922.0,False
2026-05-09,ST005,Hyderabad,SKU002,Bath Soap 100g,43,41.69,57,0,43,0,14,19.48,144.55,110,118,2365.0,False
2026-05-09,ST005,Hyderabad,SKU003,Laundry Detergent 1kg,31,39.34,46,0,31,0,15,23.1,141.12,108,112,6820.0,False
2026-05-09,ST005,Hyderabad,SKU004,Dishwash Liquid 500ml,26,30.38,88,53,26,0,62,14.52,105.64,122,0,3250.0,False
2026-05-09,ST005,Hyderabad,SKU005,Instant Coffee 100g,26,26.0,90,41,26,0,64,15.06,93.06,64,82,4088.5,False
2026-05-10,ST001,Chennai,SKU001,Shampoo 340ml,21,27.35,59,0,21,0,38,15.84,97.88,136,0,6909.0,False
